id,user_id,name,created_at,updated_at
f96ce8b8-0dae-4843-adc8-c68963973d83,a3b12ed2-9440-40d9-9293-3c20e778dd74,Apartamento,2025-05-29 23:25:39.205678+00,2025-05-29 23:25:39.205678+00
