id,user_id,bank_name,initial_balance,created_at,updated_at,baseline_date
65a9e5c8-102c-4e33-b8db-de566668ab2f,26bac8f5-5b37-4151-a95c-247251b8556d,NUBANK,2609.81,2025-06-02 20:06:42.775844+00,2025-08-19 21:42:47.764+00,2025-08-19
ae7a1a57-c3cf-4095-8acd-6a6410bfdeca,a3b12ed2-9440-40d9-9293-3c20e778dd74,ASAAS,417.82,2025-05-29 22:25:42.592397+00,2025-10-15 15:38:49.813+00,2025-10-15
a5ed0942-5de7-4637-87af-e269bdcf61d5,a3b12ed2-9440-40d9-9293-3c20e778dd74,BRADESCO,0,2025-05-29 22:25:42.592397+00,2025-10-15 15:38:49.813+00,2025-10-15
91bdbe5d-82fe-4404-8605-609a45e128be,a3b12ed2-9440-40d9-9293-3c20e778dd74,C6 BANK,7028.47,2025-05-29 22:25:42.592397+00,2025-10-15 15:38:49.813+00,2025-10-15
b8060f97-f33e-4124-9558-7acbbad4d257,a3b12ed2-9440-40d9-9293-3c20e778dd74,CONTA SIMPLES,79.12,2025-05-29 22:25:42.592397+00,2025-10-15 15:38:49.813+00,2025-10-15
62626065-e362-49b8-807f-2f7a2a93ea7f,a3b12ed2-9440-40d9-9293-3c20e778dd74,N/A,0,2025-10-15 15:38:37.192403+00,2025-10-15 15:38:49.813+00,2025-10-15
9f127080-3592-45fc-a688-9b5ac4eb7360,a3b12ed2-9440-40d9-9293-3c20e778dd74,NOMAD,355,2025-05-29 22:25:42.592397+00,2025-10-15 15:38:49.813+00,2025-10-15
7cc657c7-19f4-426c-b3cb-60d27dce312d,a3b12ed2-9440-40d9-9293-3c20e778dd74,NUBANK,1655.26,2025-10-15 15:38:37.368165+00,2025-10-15 15:38:49.813+00,2025-10-15
